AppID,Name,Release date,Estimated owners,Price,Metacritic score,Recommendations,Positive,Negative,Publishers,Genres
55230,Saints Row: The Third,"November 14, 2011",2000000 - 5000000,9.99,84,45398,62666,2675,Deep Silver,Action
45300,Wings of Prey,"January 08, 2010",100000 - 200000,9.99,78,558,404,212,Gaijin Entertainment,Simulation
253940,Septerra Core,"September 27, 2013",0 - 0,4.99,72,454,0,0,Topware Interactive,RPG
1139280,The Big Con,"August 31, 2021",0 - 20000,14.99,77,232,298,3,Skybound Games,"Adventure,Indie"
367520,Hollow Knight,"February 24, 2017",5000000 - 10000000,14.99,87,212301,232778,6892,Team Cherry,"Action,Adventure,Indie"
447120,Where the Water Tastes Like Wine,"February 28, 2018",50000 - 100000,19.99,74,975,887,220,Good Shepherd Entertainment,"Adventure,Indie,RPG"
345180,Victor Vran ARPG,"July 24, 2015",500000 - 1000000,19.99,75,3296,5061,803,"Haemimont Games,EuroVideo Medien","Action,Adventure,Indie,RPG"
569860,Thimbleweed Park™,"March 30, 2017",200000 - 500000,19.99,84,2803,3143,207,Terrible Toybox,"Adventure,Indie"
6910,Deus Ex: Game of the Year Edition,"March 29, 2007",1000000 - 2000000,6.99,90,10263,11145,601,Square Enix,Action
504230,Celeste,"January 25, 2018",1000000 - 2000000,19.99,88,51338,54974,1253,Matt Makes Games Inc.,"Action,Adventure,Indie"
612820,Fallen Legion: Rise to Glory,"January 05, 2018",0 - 20000,29.99,66,0,48,25,YummyYummyTummy,"Action,RPG"
1369630,ENDER LILIES: Quietus of the Knights,"June 21, 2021",500000 - 1000000,24.99,86,16920,17358,849,Binary Haze Interactive,"Action,Indie,RPG"
70420,Chantelise - A Tale of Two Sisters,"July 29, 2011",100000 - 200000,9.99,62,580,501,168,Carpe Fulgur LLC,"Action,RPG,Indie"
347830,Fairy Fencer F,"August 04, 2015",200000 - 500000,9.99,66,1939,2107,235,Idea Factory International,RPG
860620,KURSK,"November 07, 2018",50000 - 100000,9.99,42,340,184,207,Jujubee S.A.,"Action,Adventure,Indie,Simulation"
1121420,Kingdom Under Fire: The Crusaders,"February 28, 2020",20000 - 50000,19.99,60,821,786,68,"Blueside,Incredi Soft","Action,RPG,Strategy"
418250,Polaris Sector,"March 22, 2016",50000 - 100000,39.99,76,359,295,118,Slitherine Ltd.,"Simulation,Strategy"
326520,Chime Sharp,"July 19, 2016",50000 - 100000,9.99,85,0,100,39,Chilled Mouse,Casual
313010,Cities XXL,"February 05, 2015",200000 - 500000,9.99,47,1896,804,1369,Focus Entertainment,Simulation
2810,X3: Reunion,"July 21, 2006",500000 - 1000000,9.99,71,447,406,161,Egosoft,Strategy
368340,CrossCode,"September 20, 2018",200000 - 500000,19.99,86,10747,11740,708,"Deck13,WhisperGames,DANGEN Entertainment,Mayflower Entertainment","Action,Adventure,Indie,RPG"
477740,Zero Escape: The Nonary Games,"March 24, 2017",100000 - 200000,29.99,86,3613,3614,204,"Spike Chunsoft Co., Ltd.",Adventure
32670,Delta Force: Black Hawk Down,"June 18, 2009",100000 - 200000,14.99,77,555,565,47,"NovaLogic,THQ Nordic",Action
1160220,Paradise Killer,"September 04, 2020",200000 - 500000,19.99,81,1920,2388,154,"Fellow Traveller,Leoful","Adventure,Indie,RPG"
209650,Call of Duty®: Advanced Warfare - Gold Edition,"November 03, 2014",500000 - 1000000,59.99,78,9112,14813,8585,Activision,Action
12420,Perimeter 2: New Earth,"February 10, 2009",0 - 20000,14.99,43,0,14,53,Strategy First,Strategy
352120,Fair Strike,"April 23, 2015",20000 - 50000,3.99,56,0,50,15,Buka Entertainment,"Action,Simulation"
46500,Syberia,"May 19, 2011",500000 - 1000000,1.94,82,2821,4252,549,Microids,"Adventure,Casual"
11250,Pacific Storm,"June 24, 2008",0 - 20000,7.99,67,0,27,15,Buka Entertainment,"Simulation,Strategy"
260330,Flockers™,"September 19, 2014",50000 - 100000,1.99,66,124,141,43,Team17 Digital Ltd,"Action,Indie,Strategy"
218090,Unity of Command: Stalingrad Campaign,"October 17, 2012",100000 - 200000,9.99,84,721,690,174,2x2 Games,"Indie,Strategy"
779340,Total War: THREE KINGDOMS,"May 23, 2019",2000000 - 5000000,59.99,85,60280,64497,26725,"SEGA,Feral Interactive (Mac),Feral Interactive (Linux)","Action,Strategy"
638160,Moero Chronicle,"August 16, 2017",50000 - 100000,9.99,64,454,394,172,Idea Factory International,"Adventure,RPG"
535930,Two Point Hospital,"August 29, 2018",1000000 - 2000000,34.99,83,21071,25802,2407,SEGA,"Indie,Simulation"
784080,MechWarrior 5: Mercenaries,"May 26, 2021",100000 - 200000,29.99,73,4802,4721,899,Fireshine Games,"Action,Simulation"
257120,Not The Robots,"December 12, 2013",100000 - 200000,9.99,59,284,443,110,tinyBuild,"Action,Indie,Strategy"
907770,STONE,"September 21, 2018",0 - 20000,9.99,55,0,58,22,Convict Games,"Adventure,Casual,Indie"
95900,Air Conflicts: Secret Wars,"September 30, 2011",100000 - 200000,5.99,65,241,256,132,Games Farm,"Action,Simulation"
839080,DRAW CHILLY,"November 12, 2019",0 - 20000,4.99,78,141,128,23,AZAMATIKA,"Action,Casual,Indie"
963000,"The Haunted Island, a Frog Detective Game","November 22, 2018",50000 - 100000,4.99,73,1470,2818,229,"worm club,SUPERHOT PRESENTS","Adventure,Indie"
597180,Old World,"May 18, 2022",20000 - 50000,39.99,80,1090,906,259,Hooded Horse,"Simulation,Strategy"
505640,Antihero,"July 10, 2017",50000 - 100000,14.99,81,577,645,88,Versus Evil,"Indie,Strategy"
253390,Hot Tin Roof: The Cat That Wore A Fedora,"February 20, 2015",50000 - 100000,7.49,66,0,130,72,Glass Bottom Games,"Action,Adventure,Indie,RPG"
15370,Heroes of Might & Magic V: Tribes of the East,"October 10, 2008",200000 - 500000,9.99,70,2006,2021,151,Ubisoft,Strategy
988910,Super Mega Baseball 3,"May 13, 2020",100000 - 200000,44.99,80,1314,1359,132,Electronic Arts,"Action,Free to Play,Indie,Simulation,Sports"
317820,Guild of Dungeoneering Ultimate Edition,"July 14, 2015",200000 - 500000,19.99,72,1571,1855,549,Gambrinous,"Indie,RPG"
723270,Rumu,"December 12, 2017",0 - 20000,9.99,79,446,443,41,Hammerfall Publishing,"Adventure,Casual,Indie"
322750,Drifting Lands,"June 05, 2017",20000 - 50000,4.99,71,208,202,51,Alkemi,"Action,Indie,RPG"
214100,Rigonauts,"August 07, 2012",0 - 20000,9.99,60,0,30,26,Engient,"Strategy,Indie,Casual,Simulation"
1220100,Tentacular,"March 24, 2022",0 - 20000,19.99,80,0,39,1,Devolver Digital,"Action,Adventure,Casual,Indie"
115320,Prototype 2,"July 24, 2012",1000000 - 2000000,39.99,76,7315,9446,3096,Activision,"Action,Adventure"
1034890,Obey Me,"April 20, 2020",0 - 20000,19.99,70,0,63,8,Blowfish Studios,"Action,Adventure,Indie"
236510,Takedown: Red Sabre,"February 10, 2014",200000 - 500000,4.99,34,3423,2276,3332,505 Games,"Action,Simulation,Strategy"
1154840,Shadow Empire,"December 03, 2020",20000 - 50000,39.99,78,625,737,118,Slitherine Ltd.,"RPG,Simulation,Strategy"
523210,A Normal Lost Phone,"January 26, 2017",50000 - 100000,2.99,71,1720,1845,231,PID Games,"Casual,Indie"
620590,Ancestors Legacy,"May 22, 2018",500000 - 1000000,34.99,77,4254,5324,1400,Fulqrum Publishing,Strategy
530950,Tower 57,"November 16, 2017",100000 - 200000,2.39,72,416,423,235,11 bit studios,"Action,Indie"
58610,Wargame: European Escalation,"February 22, 2012",500000 - 1000000,9.99,81,2282,2310,661,Eugen Systems,"Indie,Simulation,Strategy"
327880,Sublevel Zero Redux,"October 08, 2015",20000 - 50000,14.99,71,419,439,58,Sigtrap,"Action,Indie"
41000,Serious Sam HD: The First Encounter,"November 24, 2009",1000000 - 2000000,14.99,68,5297,6208,417,Devolver Digital,"Action,Indie"
294590,Wars and Warriors: Joan of Arc,"September 03, 2015",20000 - 50000,1.74,60,216,237,19,"Retroism,Enlight Software Limited","Action,Strategy"
1850570,DEATH STRANDING DIRECTOR'S CUT,"March 30, 2022",100000 - 200000,39.99,85,3804,4075,370,505 Games,"Action,Adventure"
1366770,Pecaminosa - A Pixel Noir Game,"May 27, 2021",0 - 20000,14.99,68,0,36,7,Cereal Games,"Action,Indie,RPG"
614570,Dishonored®: Death of the Outsider™,"September 14, 2017",500000 - 1000000,29.99,81,6607,8053,1139,Bethesda Softworks,Action
20920,The Witcher 2: Assassins of Kings Enhanced Edition,"April 16, 2012",2000000 - 5000000,19.99,88,66343,67259,7930,"CD PROJEKT RED,1C-SoftClub",RPG
19810,The Sum of All Fears,"October 10, 2008",0 - 20000,9.99,72,0,24,6,Ubisoft,Action
396310,Masochisia,"October 09, 2015",20000 - 50000,7.99,68,343,327,55,Oldblood,Indie
38700,Toki Tori,"January 28, 2010",200000 - 500000,4.99,80,1530,1779,252,Two Tribes Publishing,"Casual,Indie"
606150,Moonlighter,"May 29, 2018",1000000 - 2000000,4.79,74,10070,11280,2241,11 bit studios,"Action,Adventure,Indie"
40350,Lost Horizon,"September 24, 2010",50000 - 100000,9.99,77,326,359,37,Ravenscourt,Adventure
23500,Puzzle Quest: Galactrix,"February 24, 2009",20000 - 50000,9.99,72,275,139,162,"D3Publisher of America, Inc.","Casual,RPG"
40300,Risen,"October 02, 2009",500000 - 1000000,9.99,77,5184,6495,828,THQ Nordic,RPG
58400,Turba,"July 07, 2010",20000 - 50000,4.99,76,0,48,90,Binary Takeover,"Casual,Indie"
254960,Silent Storm Gold Edition,"October 02, 2013",100000 - 200000,9.99,83,782,774,93,THQ Nordic,"Action,RPG,Strategy"
244910,Homesick,"May 28, 2015",50000 - 100000,14.99,72,1130,1012,280,Lucky Pause,"Adventure,Indie"
46550,Post Mortem,"August 26, 2011",100000 - 200000,7.99,71,248,167,139,Microids,Adventure
9800,Death to Spies,"March 12, 2008",100000 - 200000,4.99,69,613,587,199,Fulqrum Publishing,"Action,Adventure"
356040,Sheltered,"March 15, 2016",200000 - 500000,14.99,62,4779,4536,1057,Team17 Digital Ltd,"Indie,RPG,Strategy"
443650,Wailing Heights,"April 27, 2016",20000 - 50000,9.99,70,0,85,20,Outsider Games,"Adventure,Indie"
408960,Zombasite,"August 23, 2016",20000 - 50000,19.99,66,168,143,43,Soldak Entertainment,"Action,Indie,RPG"
793460,112 Operator,"April 23, 2020",200000 - 500000,24.99,73,3170,3279,455,Games Operators,"Indie,Simulation,Strategy"
236150,Starpoint Gemini 2,"September 26, 2014",500000 - 1000000,5.24,70,2930,2774,1208,Little Green Men Games,"Action,RPG,Simulation"
243220,FRACT OSC,"April 22, 2014",50000 - 100000,14.99,75,382,482,82,Phosfiend Systems,Indie
306550,Runers,"September 02, 2014",20000 - 50000,9.99,68,216,225,49,Mastertronic,"Indie,RPG"
350640,Sherlock Holmes: The Devil's Daughter,"June 10, 2016",1000000 - 2000000,5.99,65,9802,9528,2480,Frogwares,"Action,Adventure"
218640,Lucius,"October 26, 2012",500000 - 1000000,9.99,59,6370,7525,1784,Shiver Games,"Violent,Gore,Action,Adventure,Indie"
427250,8-Bit Armies,"April 22, 2016",200000 - 500000,14.99,69,1728,1769,396,Petroglyph,"Indie,Simulation,Strategy"
1158310,Crusader Kings III,"September 01, 2020",2000000 - 5000000,49.99,91,51198,71574,5380,Paradox Interactive,"RPG,Simulation,Strategy"
1545560,Shadow Gambit: The Cursed Crew,"August 17, 2023",100000 - 200000,39.99,85,1410,1515,77,Mimimi Games,"Adventure,RPG,Strategy"
797400,Railroad Corporation,"November 18, 2019",50000 - 100000,34.99,55,814,722,244,Iceberg Interactive,"Simulation,Strategy"
41800,Gratuitous Space Battles,"November 16, 2009",100000 - 200000,14.99,72,471,585,198,Positech Games,"Indie,Simulation,Strategy"
274520,Darkwood,"August 17, 2017",500000 - 1000000,14.99,80,11703,12466,709,Acid Wizard Studio,"Action,Adventure,Indie,RPG"
835430,La-Mulana 2,"July 30, 2018",100000 - 200000,24.99,79,539,651,108,PLAYISM,"Action,Adventure,Indie"
17140,Hinterland,"September 30, 2008",50000 - 100000,9.99,65,184,166,48,"Tilted Mill Entertainment, Inc.","RPG,Strategy"
1266030,The Pale Beyond,"February 24, 2023",0 - 20000,17.99,82,288,144,11,Fellow Traveller,"Adventure,Indie,RPG,Simulation,Strategy"
1051410,Wanderlust: Travel Stories,"September 26, 2019",0 - 20000,2.99,79,0,78,7,Walkabout,"Adventure,Indie"
205840,Yesterday,"March 22, 2012",100000 - 200000,4.99,65,642,699,144,Focus Entertainment,Adventure
1659040,HITMAN 3,"January 20, 2022",100000 - 200000,59.99,87,4162,3134,1362,IO Interactive A/S,"Action,Adventure"
1367590,Tormented Souls,"August 26, 2021",100000 - 200000,19.99,75,2556,3229,224,PQube,"Action,Adventure"
269670,BADLAND: Game of the Year Edition,"May 26, 2015",200000 - 500000,9.99,79,2232,2301,362,Frogmind,"Action,Adventure,Indie"
244030,Take On Mars,"February 09, 2017",50000 - 100000,26.99,62,1662,1049,856,Bohemia Interactive,Simulation
6080,Thrillville®: Off the Rails™,"July 08, 2009",20000 - 50000,9.99,70,552,598,49,LucasArts,"Action,Adventure,Racing,Simulation,Strategy"
954650,Druidstone: The Secret of the Menhir Forest,"May 15, 2019",50000 - 100000,24.99,79,1110,1015,193,Ctrl Alt Ninja Ltd.,"Adventure,Indie,Strategy"
405540,Ninja Senki DX,"February 23, 2016",20000 - 50000,4.99,72,0,62,24,Tribute Games Inc.,"Action,Indie"
416830,Light Fall,"April 26, 2018",0 - 20000,14.99,69,0,92,13,Bishop Games,"Action,Adventure,Indie"
220160,Trials Evolution: Gold Edition,"March 21, 2013",200000 - 500000,19.99,85,1880,1590,462,Ubisoft,"Action,Racing"
278080,DYNASTY WARRIORS 8: Xtreme Legends Complete Edition,"May 13, 2014",1000000 - 2000000,49.99,71,9164,9026,1682,"KOEI TECMO GAMES CO., LTD.",Action
375820,Human Resource Machine,"October 15, 2015",500000 - 1000000,14.99,78,2430,3396,222,Tomorrow Corporation,"Casual,Indie,Simulation"
373990,Metrico+,"August 23, 2016",20000 - 50000,13.99,66,0,151,56,Digital Dreams,"Adventure,Indie"
283160,House of the Dying Sun,"November 01, 2016",100000 - 200000,19.99,76,1494,1424,156,"Marauder Interactive, LLC","Action,Indie,Simulation"
11340,Larva Mortus,"March 19, 2009",100000 - 200000,2.99,64,506,556,177,Meridian4,"Action,Indie"
318230,Convoy,"April 21, 2015",200000 - 500000,14.99,72,1040,1057,276,Indietopia Games,"Action,Adventure,Indie,RPG,Strategy"
704230,Pro Cycling Manager 2018,"June 28, 2018",100000 - 200000,14.99,69,261,292,96,Focus Entertainment,"Simulation,Sports"
529490,Rogue Trooper Redux,"October 17, 2017",50000 - 100000,24.99,60,235,224,62,Rebellion,"Action,Adventure"
204240,The Bridge,"February 22, 2013",200000 - 500000,0.99,74,3073,3463,486,The Quantum Astrophysicists Guild,"Adventure,Casual,Indie,Strategy"
15280,IL-2 Sturmovik: 1946,"June 13, 2008",0 - 20000,9.99,86,1974,1355,198,1C Game Studios,Simulation
22320,The Elder Scrolls III: Morrowind® Game of the Year Edition,"June 16, 2009",1000000 - 2000000,14.99,89,15600,19141,936,Bethesda Softworks,RPG
1538680,Blake: The Visual Novel,"August 31, 2021",0 - 20000,7.99,82,0,35,1,LegendOri Productions,"Casual,Indie"
304730,Train Fever,"September 04, 2014",200000 - 500000,19.99,67,2668,2175,1227,Good Shepherd Entertainment,"Casual,Indie,Simulation"
762490,Naked Sun,"July 17, 2018",0 - 20000,5.99,65,0,75,21,Door Z Studio,"Action,Indie"
222180,Mushroom Men: Truffle Trouble,"March 10, 2015",0 - 20000,2.99,55,0,25,16,Red Fly Studio,"Action,Indie"
726490,Projection: First Light,"September 29, 2020",0 - 20000,19.99,75,0,19,3,Blowfish Studios,"Action,Adventure,Casual,Indie"
25910,Supreme Ruler 2020 Gold,"July 09, 2009",50000 - 100000,9.99,65,184,177,48,BattleGoat Studios,Strategy
905690,魔物讨伐团,"August 15, 2018",20000 - 50000,12.99,86,285,241,135,Surefire.Games,"Action,Adventure,Indie,RPG,Strategy"
356210,Tony Tough and the Night of Roasted Moths,"May 07, 2015",0 - 20000,9.99,68,0,18,12,Nightdive Studios,"Adventure,Casual"
786580,Gleaner Heights,"February 21, 2018",20000 - 50000,9.99,65,310,237,90,Emilios Manolidis,"Action,Adventure,Casual,Indie,RPG,Simulation"
297000,Heroes® of Might & Magic® III - HD Edition,"January 28, 2015",1000000 - 2000000,14.99,65,12958,12889,3726,Ubisoft Entertainment,"RPG,Strategy"
2710,Act of War: Direct Action,"March 12, 2008",100000 - 200000,2.99,82,399,395,50,THQ Nordic,Action
38230,Hotel Giant 2,"January 27, 2010",20000 - 50000,2.39,58,210,110,136,Toplitz Productions,"Casual,Simulation,Strategy"
397340,SimplePlanes,"December 17, 2015",100000 - 200000,12.99,69,7748,8083,626,"Jundroo, LLC","Indie,Simulation"
1903670,Peaky Blinders: The King's Ransom Complete Edition,"November 02, 2023",0 - 20000,19.99,75,0,17,17,Maze Theory,"Action,Adventure"
22200,Zeno Clash,"April 21, 2009",200000 - 500000,9.99,77,1770,2350,400,ACE Team,"Action,Indie"
2620,Call of Duty®,"October 13, 2006",200000 - 500000,19.99,91,3709,3842,216,Activision,Action
366842,Call of Duty®: Black Ops III,"November 05, 2015",0 - 20000,59.99,73,76744,38921,23371,"Activision,Aspyr (Mac)","Action,Adventure"
520670,Strikers Edge,"January 30, 2018",0 - 20000,14.99,63,0,76,34,Dear Villagers,"Action,Indie"
287450,Rise of Nations: Extended Edition,"June 12, 2014",1000000 - 2000000,19.99,89,9501,10727,662,Xbox Game Studios,"Simulation,Strategy"
49300,Commander: Conquest of the Americas,"July 30, 2010",50000 - 100000,9.99,68,127,77,83,Nitro Games,Strategy
394360,Hearts of Iron IV,"June 06, 2016",2000000 - 5000000,39.99,83,138424,175219,15155,Paradox Interactive,"Simulation,Strategy"
397190,Sengoku Jidai: Shadow of the Shogun,"May 19, 2016",20000 - 50000,29.99,85,125,112,33,Slitherine Ltd.,Strategy
632360,Risk of Rain 2,"August 11, 2020",5000000 - 10000000,24.99,85,138909,199048,7354,Gearbox Publishing,"Action,Indie"
345480,Lumo,"May 24, 2016",0 - 20000,14.99,77,0,76,30,Triple Eh? Ltd,"Adventure,Indie"
1438190,SHUT IN,"October 30, 2020",0 - 20000,4.99,78,0,65,5,Hidden Track,"Adventure,Indie"
428220,TurnOn,"June 01, 2016",20000 - 50000,14.99,67,210,288,58,Xsolla USA Inc,"Action,Adventure,Casual,Indie"
1068600,Waking,"June 18, 2020",0 - 20000,19.99,44,0,58,48,tinyBuild,"Action,Indie"
504920,39 Days to Mars,"April 25, 2018",20000 - 50000,14.99,71,167,223,30,It's Anecdotal,"Adventure,Indie"
612390,Dandara: Trials of Fear Edition,"February 06, 2018",100000 - 200000,14.99,70,516,684,182,Raw Fury,"Action,Indie"
460810,Vanquish,"May 25, 2017",500000 - 1000000,19.99,78,4916,4967,634,SEGA,Action
61510,Age of Wonders II: The Wizard's Throne,"October 07, 2010",50000 - 100000,9.99,86,205,211,47,Paradox Interactive,"RPG,Strategy"
1060210,Disaster Report 4: Summer Memories,"April 07, 2020",0 - 20000,59.99,58,314,249,101,"NIS America, Inc.","Action,Adventure"
249570,The Castle Doctrine,"January 29, 2014",20000 - 50000,3.99,58,261,188,189,Jason Rohrer,"Indie,Massively Multiplayer,Strategy"
34440,Sid Meier's Civilization® IV,"October 25, 2006",1000000 - 2000000,19.99,94,1991,1473,145,2K,Strategy
494100,ENIGMA:,"November 15, 2016",0 - 20000,7.49,56,0,105,3,Fruitbat Factory,"Adventure,Indie"
13520,Far Cry®,"April 01, 2008",1000000 - 2000000,9.99,89,6339,5672,1217,Ubisoft,Action
262280,Dungeons 2,"April 24, 2015",1000000 - 2000000,19.99,70,2061,3903,905,Kalypso Media Digital,"RPG,Simulation,Strategy"
479110,Hunter's Legacy,"July 19, 2016",0 - 20000,6.99,58,0,31,11,Lienzo,"Action,Adventure,Indie"
1229420,Company of Crime,"August 07, 2020",20000 - 50000,19.99,66,121,85,84,Fulqrum Publishing,"Action,Indie,RPG,Strategy"
18430,Crazy Machines 1.5,"December 12, 2008",0 - 20000,9.99,78,0,2,1,Viva Media,"Casual,Strategy"
600370,Paradigm,"April 05, 2017",100000 - 200000,14.99,85,822,1306,76,Jacob Janerka,"Adventure,Indie"
288260,Conflicks - Revolutionary Space Battles,"November 05, 2015",0 - 20000,6.99,63,0,125,50,Artifice Studio,"Action,Casual,Indie,Strategy"
38400,Fallout: A Post Nuclear Role Playing Game,"November 01, 2015",2000000 - 5000000,9.99,89,9300,13795,965,Bethesda Softworks,RPG
365160,Kona,"March 17, 2017",100000 - 200000,14.99,73,2066,2318,478,"Parabole,Ravenscourt","Adventure,Indie"
574720,Little Big Workshop,"October 17, 2019",200000 - 500000,19.99,77,1970,2296,389,HandyGames,"Simulation,Strategy"
354180,Bunker - The Underground Game,"May 21, 2015",20000 - 50000,3.99,70,0,44,27,2tainment GmbH,"Adventure,Indie"
1125330,Griefhelm,"August 20, 2020",0 - 20000,19.99,57,228,206,66,Thorrnet Publishing,"Action,Casual,Indie,Simulation,Sports"
690620,Downward Spiral: Horus Station,"May 31, 2018",0 - 20000,19.99,65,105,98,27,3rd Eye Studios,"Action,Adventure,Indie"
1108000,Children of Silentown,"January 11, 2023",0 - 20000,17.99,78,137,145,17,Daedalic Entertainment,"Adventure,Indie"
334140,Roche Fusion,"January 23, 2015",0 - 20000,5.99,85,0,91,6,amulware,"Action,Casual,Indie"
342180,Arizona Sunshine®,"December 06, 2016",500000 - 1000000,29.99,81,6475,6342,1584,Vertigo Games,"Action,Adventure,Indie"
250760,Shovel Knight: Treasure Trove,"June 26, 2014",500000 - 1000000,39.99,85,11846,13659,523,Yacht Club Games,"Action,Adventure,Indie"
224860,Arma Tactics,"October 01, 2013",200000 - 500000,8.99,47,352,291,613,Bohemia Interactive,"Indie,Strategy"
305050,Outland,"September 29, 2014",500000 - 1000000,9.99,79,957,3103,732,Housemarque,"Action,Adventure,Indie"
1250410,Microsoft Flight Simulator Game of the Year Edition,"April 17, 2020",500000 - 1000000,59.99,91,37105,29473,9244,Xbox Game Studios,Simulation
311040,Rulers of Nations,"July 16, 2014",50000 - 100000,19.99,63,136,80,82,Eversim,Strategy
968370,The Blind Prophet,"February 05, 2020",0 - 20000,19.99,68,158,216,27,"ARS GOETIA,Plug In Digital,Maple Whispering Limited","Adventure,Casual,Indie,RPG"
453310,Blackwood Crossing,"April 04, 2017",0 - 20000,15.99,70,335,325,68,Vision Games Publishing LTD,"Adventure,Indie"
239070,Hammerwatch,"August 12, 2013",500000 - 1000000,9.99,72,3490,5603,637,Crackshell,"Action,Adventure,Indie,RPG"
206440,To the Moon,"September 07, 2012",1000000 - 2000000,9.99,81,46868,60018,2217,Freebird Games,"Adventure,Indie,RPG"
39680,The Guild II Renaissance,"July 28, 2010",200000 - 500000,9.99,56,2975,2929,609,THQ Nordic,"Simulation,Strategy"
227080,Papo & Yo,"April 18, 2013",200000 - 500000,14.99,70,1059,2564,177,Minority Media,"Adventure,Casual,Indie"
412830,STEINS;GATE,"September 08, 2016",200000 - 500000,29.99,87,11734,12401,326,"Spike Chunsoft Co., Ltd.",Adventure
814570,The Great Escape,"April 13, 2018",0 - 20000,3.99,54,0,14,12,Ziggurat,"Action,Adventure,Simulation,Strategy"
1056960,Wolfenstein: Youngblood,"July 25, 2019",2000000 - 5000000,19.99,69,8620,4874,5694,Bethesda Softworks,Action
9940,Blade Kitten,"May 22, 2014",100000 - 200000,2.99,52,842,830,176,Krome Studios,"Action,Adventure"
8400,Geometry Wars: Retro Evolved,"June 18, 2007",100000 - 200000,3.99,76,782,777,86,Activision,Casual
914020,Gibbous -  A Cthulhu Adventure,"August 07, 2019",50000 - 100000,19.99,74,1477,1494,163,Stuck In Attic,"Adventure,Indie"
1163060,The Making of Karateka,"August 29, 2023",0 - 20000,19.99,90,0,56,1,Digital Eclipse,Action
2210,Quake 4,"August 04, 2011",200000 - 500000,14.99,81,1847,2078,294,Bethesda Softworks,Action
216910,Of Orcs And Men,"October 11, 2012",200000 - 500000,14.99,69,1216,1206,442,"Cyanide Studio,Nacon","Action,RPG"
57740,Jagged Alliance - Back in Action,"February 08, 2012",200000 - 500000,19.99,62,817,1031,417,THQ Nordic,"RPG,Simulation,Strategy"
1471960,Room to Grow,"February 25, 2021",0 - 20000,9.99,76,109,117,4,Mischka Kamener,"Casual,Indie,Strategy"
273620,Freespace 2,"June 06, 2014",20000 - 50000,9.99,91,266,216,63,Interplay Corp,Action
254860,Lords of the Realm III,"December 03, 2015",0 - 20000,4.99,65,0,9,14,Rebellion,"Simulation,Strategy"
1221250,NORCO,"March 24, 2022",50000 - 100000,14.99,88,572,611,29,Raw Fury,"Adventure,Indie"
314830,Blackguards 2,"January 20, 2015",100000 - 200000,0.99,74,731,694,350,Daedalic Entertainment,"Adventure,Indie,RPG,Strategy"
98200,Frozen Synapse,"May 26, 2011",500000 - 1000000,24.99,85,1050,2094,447,Mode 7,"Indie,Strategy"
1037020,ScourgeBringer,"October 21, 2020",50000 - 100000,16.99,76,1848,1826,191,"Dear Villagers,Yooreka Studio","Action,Adventure,Indie"
258950,Montague's Mount,"November 19, 2013",20000 - 50000,4.99,39,257,246,176,PolyPusher Studios,"Adventure,Indie"
222880,Insurgency,"January 22, 2014",2000000 - 5000000,14.99,74,85803,113659,10261,New World Interactive,"Action,Indie,Strategy"
16720,Velvet Assassin,"May 01, 2009",200000 - 500000,4.99,61,1879,1435,908,Missing Link Games,Action
264540,Platformines,"March 28, 2014",50000 - 100000,0.99,67,136,198,106,BANDAI NAMCO Entertainment,"Action,Indie"
404960,The Way of Life: DEFINITIVE EDITION,"March 15, 2018",0 - 20000,14.99,57,0,69,32,"CyberCoconut,White Manager srl",Indie
794540,Neo Cab,"October 03, 2019",200000 - 500000,14.99,76,1367,1460,277,Fellow Traveller,"Adventure,Indie,RPG"
102200,Runespell: Overture,"July 20, 2011",50000 - 100000,9.99,69,194,272,93,Mystic Box,"Adventure,Indie,RPG"
1580520,Lost Eidolons,"October 13, 2022",50000 - 100000,34.99,71,282,235,60,"Ocean Drive Studio, Inc.","Indie,RPG,Strategy"
25890,Hearts of Iron III,"August 07, 2009",500000 - 1000000,9.99,77,4393,4160,1233,Paradox Interactive,Strategy
308060,Black The Fall,"July 11, 2017",200000 - 500000,14.99,72,583,1183,334,Square Enix,"Action,Adventure,Indie"
6220,FlatOut,"February 02, 2007",200000 - 500000,7.49,72,3380,3552,290,Strategy First,Racing
215530,The Incredible Adventures of Van Helsing,"May 22, 2013",500000 - 1000000,14.99,72,6634,7437,1518,NeocoreGames,"Action,Adventure,Indie,RPG"
109700,Achron,"August 29, 2011",20000 - 50000,19.99,54,0,66,37,Hazardous Software Inc.,"Indie,Strategy"
201480,Serious Sam: The Random Encounter,"October 24, 2011",200000 - 500000,4.99,64,594,369,370,Devolver Digital,"Action,Indie,RPG"
205810,Jagged Alliance: Crossfire,"August 24, 2012",100000 - 200000,14.99,63,152,165,102,THQ Nordic,"RPG,Simulation,Strategy"
436000,Lovely Planet Arcade,"July 22, 2016",0 - 20000,5.99,78,0,102,30,tinyBuild Games,"Action,Adventure,Casual,Indie"
384250,Super Rude Bear Resurrection,"May 05, 2017",20000 - 50000,14.99,78,0,96,63,Alex Rose Games,"Action,Indie"
241600,Rogue Legacy,"June 27, 2013",1000000 - 2000000,14.99,85,14866,16481,1212,Cellar Door Games,"Action,Adventure,Indie,RPG"
1272070,Silicon Dreams  |  cyberpunk interrogation,"April 20, 2021",20000 - 50000,14.99,81,139,159,6,Clockwork Bird,"Adventure,Indie,Simulation"
